"Profil","Lieu_de_recherche","Disponibilité","Points_forts","Expérience","Compétence"
"Recherche d’un poste de Data Analyst / Ingénieur BI ou Analyste BI","France entière","immédiate","ETL Talend
Power BI
Python
Qlik Sense
SQL","Stagiaire Data Engineer

|
Ntico (Villeneuve-d'Ascq)","Algorithmique
(Avancé)
Analyse statistique
(Intermédiaire)
Anglais technique
(Intermédiaire)
Apprentissage automatique (machine learning)
(Intermédiaire)
Big data Analytics
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Cloud computing
(Débutant)
Docker
(Avancé)
Génie logiciel
(Intermédiaire)
GitHub
(Intermédiaire)
Insights marketing
(Avancé)
Intelligence artificielle
(Intermédiaire)
Java
(Intermédiaire)
Javascript
(Intermédiaire)
Langages de programmation informatique
(Avancé)
Logiciel de statistiques
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Microsoft Excel
(Avancé)
Modélisation statistique
(Intermédiaire)
MySQL
(Avancé)
PHP
(Avancé)
Professionnel SPSS
(Avancé)
Programmation logicielle
(Intermédiaire)
Python
(Avancé)
SQL
(Avancé)
Système d'exploitation Linux
(Intermédiaire)
Système de Gestion de Bases de Données (SGBD)
(Avancé)
Systèmes d'exploitation informatique
(Avancé)"
"Data Scientist/Engineer","France entière","immédiate","Apprentissage automatique (machine learning)
Business Intelligence (BI) / Informatique décisionnelle
Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement
Python","Stagiaire LLMOps Engineer

|
Dalkia (La défense, France)","Analyser / traiter l'information à des fins d'anticipation
Définir et faire évoluer des procédés de traitement de l'information
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Mobiliser des données massives pour éclairer les prises de décisions
Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement"
"Junior data scientist","France entière","immédiate","","Instructeur data science

|
GO MY CODE  (EN LIGNE)","Apprentissage automatique (machine learning)
(Avancé)
HTML
(Avancé)
Python
(Avancé)
SQL
(Avancé)
Technologies HADOOP
(Avancé)"
"Data Analyst | Marketing","France entière","immédiate","Faire preuve de rigueur et de précision
Analyser, exploiter, structurer des données
Analyser les insights et les usages des consommateurs
Définir une stratégie de développement d'une activité ou de produits
Présenter et diffuser les résultats des études réalisées","Data Analyst","Analyser les insights et les usages des consommateurs
(Intermédiaire)
Analyser un marché
(Intermédiaire)
Élaborer un plan marketing, une stratégie de marque et de communication
(Intermédiaire)
Mettre en oeuvre des actions commerciales et promotionnelles
(Intermédiaire)
Optimiser le ciblage d'une campagne de marketing
(Débutant)
Participer aux phases créatives d'un projet marketing
(Intermédiaire)
Programmer et assurer le suivi des actions à conduire à l'issue des contacts avec les clients ou les prospects
(Avancé)
Réaliser une veille de marché, une veille concurrentielle
(Intermédiaire)"
"Data Analyst","France entière","immédiate","SQL
tableau software
langage informatique R
B - Véhicule léger","Data visualiste

|
3DVarius SAS (Malaucène, Vaucluse, France)","Analyser, exploiter, structurer des données
(Intermédiaire)
Analyser les résultats d'une enquête
(Intermédiaire)
Classer les données collectées d'une enquête
(Intermédiaire)
Collecter les résultats d'une enquête
(Intermédiaire)"
"Statistician / Data scientist","France entière","immédiate","Analyse statistique
Anglais niveau avancé B2
Informatique
Mathématiques","Ingénieur d'études et de développement

|
INETUM SOFTWARE (Dijon, 21000)","Adapter les outils de traitement statistique de données
(Avancé)
Analyser, exploiter, structurer des données
(Avancé)
Analyser / traiter l'information à des fins d'anticipation
(Avancé)
Assurer le suivi de la qualité des données
(Avancé)
Définir et faire évoluer des procédés de traitement de l'information
(Avancé)
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
(Avancé)
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
(Avancé)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
(Avancé)
Gérer des données massives
(Avancé)
Mobiliser des données massives pour éclairer les prises de décisions
(Avancé)
Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement
(Avancé)
Procéder aux phases de tests et de recettes des applications développées
(Avancé)
Réaliser une analyse ou modélisation statistique de données
(Avancé)"
"Consultant DATA / BI / OSINT, analyste géopolitique zone  Afrique","France entière","immédiate","Intelligence économique
Méthodes d'enquête
Réaliser une veille documentaire
Rédiger de l'information","MASTER DE RELATIONS INTERNATIONALES ET PRATIQUES CULTURELLES

|
Bac+5 et plus ou équivalents","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Développement économique
Intelligence économique
Logiciels de gestion de base de données
Sciences économiques et sociales
Socio-économie
Système d'information et de communication"
"Développeuse Full Stack Big Data | Testeuse QA","France entière","immédiate","ElasticSearch, Logstash et Kibana
Java
Python
SQL
Technologies HADOOP","Développeur Java

|
Yero Consulting (Distanciel)","Application web
(Intermédiaire)
Apprentissage automatique (machine learning)
(Intermédiaire)
Comptabilité analytique
Comptabilité bancaire
(Intermédiaire)
Comptabilité générale
CSS
(Avancé)
Docker
(Intermédiaire)
Économétrie
(Intermédiaire)
Finance
(Intermédiaire)
Finance d'entreprise
(Intermédiaire)
Framework Spring
(Avancé)
Gestion administrative
(Intermédiaire)
Gestion commerciale, relation clients
HTML
(Avancé)
Java
(Intermédiaire)
Javascript
(Intermédiaire)
Maîtrise d’un outil de gestion de flux (Kafka, Flink…)
(Intermédiaire)
Outils de web analyse - web analytics
Python
(Intermédiaire)
React.js
SQL
(Intermédiaire)
Statistiques
(Intermédiaire)
Technologies HADOOP
(Intermédiaire)
Technologies SPARK (Framework)
(Intermédiaire)"
"Business Analyst /Referent Data (4 ans d'expérience)","France entière","immédiate","Analyser les processus métier
Présenter les évolutions du système d'information au commanditaire
Élaborer des solutions techniques et fonctionnelles
Recenser les besoins du commanditaire
Anglais","MBA Management et Big Data

|
Bac+5 et plus ou équivalents","Mettre en oeuvre des actions de communication interne
Rédiger un cahier des charges, des spécifications techniques
(Avancé)"
"DATA ANALYST","France entière","immédiate","","Institut supèrieur des études technologique Sousse

|
Bac+5 et plus ou équivalents",""
"A la recherche d'un emploi en Data Science/ Analyse de données","France entière","immédiate","Analyser les données d'une étude, d'un projet
Analyser, exploiter, structurer des données
Microsoft Excel
Python
R","Stage Fin d'Étude

|
Analyse d'un jeu de donnée de l'IFN (Champenoux)","Analyser, exploiter, structurer des données
(Avancé)
Analyser les données d'une étude, d'un projet
(Intermédiaire)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
(Intermédiaire)
Gérer et maitriser des bases de données (SQL/NoSQL)
(Intermédiaire)
Intégrer des outils IA/Data Science
(Intermédiaire)"
"Data Analyst / Business Analyst","France entière","immédiate","Expert en analyse de données
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
Méthodologie Agile/Scrum et collaboration efficace en équipe
Power BI
Python","Master Data Management

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Google Analytics
(Avancé)
Insights marketing
Maîtrise des bases de données et gestion de bases de données
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Modélisation et simulation
Progiciel de gestion SAS Statistiques
(Intermédiaire)
Python
(Avancé)
SQL
(Avancé)"
"Recherche d'un premier emploi d'ingénieur dans les domaines de la data, de l'IA ou du développement web à partir de novembre 2024.","France entière","immédiate","Business Intelligence (BI) / Informatique décisionnelle
JIRA
Python
React.js","Stage

|
Aubay (Boulogne-Billancourt)","Business Intelligence (BI) / Informatique décisionnelle
CSS
Java
JIRA
Node.js
React.js"
"ingénieure en data science et machine learning","France entière","immédiate","Matplotlib
Numpy
OpenCV
Pandas
tensorflow","Stage de fin d'étude","Framework Angular
(Intermédiaire)
Framework Spring
(Intermédiaire)
GitLab
(Avancé)
Java
(Intermédiaire)
Node.js
(Intermédiaire)
Python
(Avancé)
React.js
(Intermédiaire)
SQL
(Intermédiaire)
Système d'exploitation Linux
(Intermédiaire)
Système d'exploitation Windows
(Avancé)"
"Docteur en Data science/ IA appliqué en santé","France entière","immédiate","Concevoir et gérer un projet
Méthodes et outils de résolution de problèmes
Analyse statistique
Modélisation et simulation
Structurer, synthétiser des informations","Post-doctorat chercheur

|
Institut Mondor de Recherche Biomédciale (IMRB) Unité INSERM U 955  (Hopital Henri Mondor, Cretiel)","Concevoir des modèles théoriques (calcul, simulation, modélisation)
(Avancé)
Concevoir et coordonner un programme, un projet de recherche
(Intermédiaire)
Conduire des travaux d'études et de recherche
(Intermédiaire)
Déterminer des axes d'évolution technologiques
(Avancé)
Procéder à des tests, expérimentations
(Avancé)"
"Data Analyst / Développeur BI","France entière","immédiate","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Business Intelligence (BI) / Informatique décisionnelle
Langages de programmation informatique
Mettre en place des outils d'aide à la décision","Diplome d'ingénieur généraliste 

|
Bac+5 et plus ou équivalents","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Définir et faire évoluer des procédés de traitement de l'information
Réaliser un modèle de prévision"
"Data analyst","France entière","immédiate","Business Intelligence (BI) / Informatique décisionnelle
Intelligence artificielle","Administrateur Big Data 
Cette Formation contient une pièce jointe","Application web
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Intelligence artificielle
(Avancé)
Langages de programmation informatique
(Avancé)
Logiciel de réservation
Logiciel tableur
(Avancé)
Mécanique automobile
Outils de web analyse - web analytics
(Avancé)
Statistiques
(Avancé)"
"Data Analyst BI","France entière","immédiate","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Business Intelligence (BI) / Informatique décisionnelle
Définir et faire évoluer des procédés de traitement de l'information
Mettre en place des outils d'aide à la décision","Master Management des Systèmes d'Information et de Connaissance (SIC) - Big Data

|
Bac+5 et plus ou équivalents","Algorithmique
(Avancé)
Apprentissage automatique (machine learning)
(Avancé)
Big data Analytics
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Cloud computing
(Avancé)
Conception et analyse d'enquête
(Avancé)
Google Analytics
(Avancé)
Intelligence économique
(Avancé)
Langages de programmation informatique
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Mathématiques
(Avancé)
Modélisation et simulation
(Avancé)
Modélisation statistique
(Avancé)
Outils de data management
(Avancé)
Probabilités
(Avancé)
Progiciel de gestion SAS Statistiques
(Avancé)
Python
(Avancé)
Systèmes d'information
(Avancé)"
"Data & AI Engineer","France entière","immédiate","","Data Scientist

|
Renault Group (Guyancourt ,ile de france ,france)","Algorithmique
Cloud computing
Modélisation statistique
Python
Système de Gestion de Bases de Données (SGBD)"
"Big Data Solution Architect","France entière","immédiate","","Ingeniuer etudes et development

|
INRIA","Algorithmique
Architecture web
Business Intelligence (BI) / Informatique décisionnelle
C/C++
Gestion commerciale, relation clients
Gestion de configuration
HTML
Informatique de gestion
Informatique scientifique et technique
J2EE
Java
Perl
SQL
Systèmes d'exploitation informatique"
"Jeune diplômé Ingénieur en Intelligence artificielle / Data scientist","France entière","immédiate","","Stage de fin d'études : Data scientist

|
Centre national d'études spatiales (CNES) (Toulouse)","Exploration de données (data mining)
(Avancé)
Java
(Intermédiaire)
Maîtrise des méthodes de résolution de problèmes
(Avancé)
Microsoft Access
(Débutant)
Microsoft Excel
(Intermédiaire)
Python
(Avancé)
SQL
(Intermédiaire)
Statistiques
(Avancé)
Système d'exploitation Linux
(Intermédiaire)
Traitement du signal
(Débutant)
Visual Basic for Applications (VBA)
(Débutant)"
