Profil,Lieu_de_recherche,Disponibilité,Points_forts,Expérience,Compétence
ELABORER UNE STRATEGIE DE DEVELOPPEMENT,France entière,immédiate,"Faire preuve de leadership
Développer un portefeuille clients et prospects
Mettre en oeuvre une stratégie commerciale
Négocier des conditions d'achat optimales
Techniques commerciales","
RESPONSABLE TECHNICO-COMMERCIAL

|
La Ferme du Clos d'Artois","Assurer un service après-vente
(Avancé)
Déterminer le potentiel d'un client ou prospect
(Avancé)
Développer et fidéliser la relation client
(Avancé)
Développer un portefeuille clients et prospects
(Avancé)
Élaborer une stratégie commerciale
(Avancé)
Établir un devis
(Avancé)
Mettre en oeuvre une stratégie commerciale
(Avancé)
Négocier des conditions d'achat optimales
(Avancé)
Présenter et valoriser un produit ou un service
(Avancé)
Suivre une audience Web
(Avancé)"
À la recherche d'un emploi dans le marketing,France entière,immédiate,"Gestion de projet
Réaliser une étude quantitative
Stratégies de communication externe
Utiliser les outils numériques
WordPress (CMS)","
Master 2 Chargé d'Etudes Economiques et de Marché

|
Bac+5 et plus ou équivalents","Big data Analytics
Conception et analyse d'enquête
Économie du développement durable
Insights marketing
Logiciels de gestion de base de données
Microsoft PowerPoint
Microsoft SQL Server
Programmation en Python
Sciences économiques et sociales
Stratégies de communication externe
WordPress (CMS)"
"Directeur de la Communication trilingue français anglais allemand, directeur conseil, expert en stratégie 360°, relations extérieures et internationales, executive MBA, consultant en communication",France entière,immédiate,"Faire preuve de leadership
Stratégies de communication
Digital
Marketing
Stratégies d'entreprise","
Directeur Conseil en communication, associé

|
1872 Agency (Paris, France)Cette Expérience contient une pièce jointe","Concevoir des supports de communication audiovisuels
Concevoir des supports de communication et d'image
Concevoir des supports de communication visuelle
Créer, organiser ou coordonner un évènement
Définir une ligne éditoriale
Définir une stratégie de communication
Mettre en oeuvre des actions de communication
Organiser une conférence de presse
Réaliser des actions de relation publique, de diffusion et de promotion de l'information
Réaliser des supports de communication audiovisuels
Réaliser des supports de communication multimédia
Réaliser un journal interne
Rédiger des communiqués de presse
Rédiger le contenu d'un support de communication
Rédiger un discours"
Ingenieure DevOps,France entière,immédiate,"Créer une documentation technique
Mettre en oeuvre des préconisations fonctionnelles et techniques
Mettre en place un système automatisé
Procéder aux phases de tests et de recettes des applications
Terraform","
Titre professionnel administrateur système DevOps
","Analyse de cycle de vie
(Intermédiaire)
Application web
(Avancé)
Approvisionnement en ligne / E achat
(Intermédiaire)
CSS
(Avancé)
Déploiement de services cloud (cloud computing)
(Avancé)
Docker
(Avancé)
Gestion des incidents
(Avancé)
Gestion de versions de logiciels de jeux
(Avancé)
GitHub
(Avancé)
GitLab
(Avancé)
HTML
(Avancé)
Intelligence artificielle
(Débutant)
Kubernetes
(Avancé)
Modèle informatique client-serveur
(Intermédiaire)
Node.js
(Intermédiaire)
Postman
(Avancé)
Programmation en JavaScript
(Avancé)
Programmation en Python
(Avancé)
Stratégies de communication digitale
(Avancé)
Système d'exploitation Linux
(Avancé)
Technologie de l'internet
(Avancé)
Technologies de l'accessibilité numérique
(Débutant)
WordPress (CMS)
(Avancé)"
Cloud & DevOps Consultant,France entière,immédiate,,"
Développeur cybersécurité (POEC)
","Apache
Framework Apache Struts
Framework Hibernate
Gestion de bases de données NoSQL
HTML
IDE (Integrated Development Environment) WaveMaker
Informatique répartie (distributed computing)
Interface de programmation Java Database Connectivity (JDBC)
J2EE
Java
JQuery
Lisp
Microsoft Exchange Server
Motion Builder
MySQL
Oracle
Outils de web analyse - web analytics
Pascal
PHP
Programmation en JavaScript
Système d'exploitation Unix
Système d'exploitation Windows
XML"
Ingénieur R&D en Intelligence Artificielle,France entière,immédiate,,"
Doctorat en Intelligence artificielle et neuroscience computationnelle

|
Bac+5 et plus ou équivalents","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Définir et faire évoluer des procédés de traitement de l'information
Réaliser un modèle de prévision"
"Création d'identité de marque, stratégie communication et marketing, marketing digital, management.",France entière,immédiate,"Organiser son travail selon les priorités et les objectifs
Animer, coordonner une équipe
Concevoir et gérer un projet
Mettre en place des solutions d'amélioration de la performance
Recueillir et analyser les besoins client","
Executive MBA Management Général

|
Bac+5 et plus ou équivalents","Animation vectorielle
Chaîne graphique
(Avancé)
Conception et réalisation de sites web, d'animation, de jeux vidéo, ...
(Avancé)
Économie du développement durable
Gestion budgétaire
Gestion des relations clientèle
Intelligence économique
Langages de programmation informatique
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
Principes de l'ergonomie au travail
Projet radiophonique ou télévisé
(Débutant)
Publication Assistée par Ordinateur (PAO)
(Avancé)
Système de Gestion de Bases de Données (SGBD)
Technologies de l'accessibilité numérique
Utilisation de logiciels de tableur
(Intermédiaire)"
Directeur des Systèmes d'information (DSI),France entière,immédiate,"Animer, coordonner une équipe
Définir et faire évoluer des procédés de traitement de l'information
Élaborer un schéma directeur technique, définir des besoins en équipement
S'adapter aux changements
Gestion de projet","
Directeur des Systèmes d'information

|
Opsyre (Versaille)","Algorithmique
Analyse de données expérimentales
Architecture réseau
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Développement économique
Économie du développement durable
Gestion de bases de données NoSQL
Gestion de versions de logiciels de jeux
Langages de programmation informatique
Logiciels de gestion de base de données
Microsoft Active Directory
Microsoft SQL Server
Modélisation et simulation
MySQL
Oracle
PL/SQL
Programmation en Python
Réseaux informatiques et télécoms
Script Shell
SQL Developer
Système d'exploitation Linux
Système d'exploitation Unix
Système d'exploitation Windows
Système de Gestion de Bases de Données (SGBD)
Utilisation de logiciels statistiques"
Développeur d'applications,France entière,immédiate,"Faire preuve de persévérance
Organiser son travail selon les priorités et les objectifs
S'adapter aux changements
Travailler en équipe","
développeur d'application spécialité IA (en cours)

|
Bac+3, Bac+4 ou équivalentsCette Formation contient une pièce jointe","Algorithmique
Anglais technique
Application web
Architecture web
CSS
Gestion de bases de données NoSQL
Graphisme
HTML
(Intermédiaire)
Illustrator
Langages de programmation informatique
Logiciels de création vidéo
(Intermédiaire)
Musique Assistée par Ordinateur (MAO)
(Avancé)
Node.js
(Débutant)
Photoshop
Programmation en Python
(Débutant)"
INGÉNIEUR EAU ENVIRONNEMENT,France entière,immédiate,"Adapter les outils de traitement statistique de données
Algorithmique
Modélisation et simulation
Réaliser un modèle de prévision","
INGENIEUR DE L'ENGEES

|
Bac+5 et plus ou équivalents","Algorithmique
Analyse de données expérimentales
Big data Analytics
Gestion des habitats naturels
Informatique
Logiciel de gestion documentaire
Modélisation et simulation
Sciences de la vie et de la terre
Sciences physiques"
ingénieur sécurité informatique,France entière,immédiate,,"
developpeur blockchain et smart contract

|
ALYRA (Paris)Cette Expérience contient une pièce jointe","Droit du numérique
(Avancé)
Méthodes d'analyse (systémique, fonctionnelle, de risques, ...)
(Avancé)
Procédures d'appels d'offres
(Intermédiaire)
Règles de sécurité Informatique et Télécoms
(Intermédiaire)"
Développeur Fullstack,France entière,immédiate,"Concevoir une application web
CSS
Java
Langage C++
Organiser son travail selon les priorités et les objectifs","
Ingénieur Informatique - Ingénierie du Cloud Computing

|
Bac+5 et plus ou équivalents","Anglais technique
Application web
Architecture propriétaire
Architecture web
ASP.NET
Basic
C#
CSS
Gestion de bases de données NoSQL
HTML
Informatique industrielle
Informatique scientifique et technique
J2EE
Java
Langage C++
PHP
Programmation en Python
Prolog
React.js
Réseaux informatiques et télécoms
Sécurité des systèmes embarqués
Visual Basic
XML"
Chef de projets - consultant,France entière,immédiate,,"
Chef de projets

|
EGIS Tunnels (Annecy)","Données d'activité de la structure, du service
Gestion des relations clientèle
Microsoft Project
Progiciels industriels et techniques
Suite bureautique - LibreOffice
Visioconférences"
Installateur et mainteneur de panneaux photovoltaïques / Électriciens multifonctions,France entière,immédiate,"Fixer des éléments basse tension
Raccorder des éléments basse tension
Raccorder une armoire électrique aux équipements de locaux domestiques ou tertiaires
Électricité
Techniques de tirage de câble","
Installateur et mainteneur de panneaux

|
Formation L'étincelle (Lyon)","Fixer des éléments basse tension
Positionner une armoire électrique de locaux domestiques ou tertiaires
Raccorder des éléments basse tension
Raccorder une armoire électrique aux équipements de locaux domestiques ou tertiaires
Réaliser et poser des chemins de câbles et des conduits électriques en apparent ou en encastré
Réaliser la pose de la partie électrique des installations photovoltaïques
(Avancé)"
Assistant Banquier Privée,France entière,immédiate,,"
CREDIT STRUCTURING

|
UNION BANCAIRE PRIVEE (MONACO)","Déterminer le potentiel d'un client ou prospect
(Intermédiaire)
Développer des techniques de vente innovantes
Développer et fidéliser la relation client
Élaborer, adapter une proposition commerciale
(Intermédiaire)
Élaborer une stratégie commerciale
(Intermédiaire)
Mettre en oeuvre une stratégie commerciale
(Intermédiaire)
Négocier un taux d'achat ou de vente de devises étrangères
Présenter et valoriser un produit ou un service
(Intermédiaire)
Vendre ou louer des produits ou des services"
Assistante de direction,France entière,immédiate,"Utiliser les outils numériques
Accueil physique et téléphonique
Apprentissage rapide des outils informatiques
Fiable et bon sens de discrétion lorsque cela est nécessaire
Technologies informatiques","
Centre De Formation Esas - Formation Assistante Direction Paris - France
","Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
(Intermédiaire)
Microsoft Excel
(Intermédiaire)
Microsoft PowerPoint
(Intermédiaire)
Technologies informatiques
(Avancé)
Utilisation de logiciels de tableur
(Avancé)"
Spécialiste Teamcenter PLM – Gestion de projet et support technique,France entière,immédiate,"Confluence
JIRA
PLM
Teamcenter
Anglais","
Intern – IT Project Manager

|
Lumineux Informatik Technologies-Delhi, INDIA  (Remote)Cette Expérience contient une pièce jointe","Autocad
(Avancé)
Bitbucket
(Avancé)
Catia
(Avancé)
Gestion de bases de données NoSQL
(Intermédiaire)
HTML
(Intermédiaire)
Java
(Intermédiaire)
JIRA
(Avancé)
Microsoft Excel
(Avancé)
Microsoft PowerPoint
(Avancé)
Microsoft Project
(Intermédiaire)
Microsoft Visual Studio
(Avancé)
Microsoft Word
(Avancé)
Oracle
(Intermédiaire)
Programmation en Python
(Intermédiaire)
WordPress (CMS)
(Avancé)"
Financier/Analyste de données,France entière,immédiate,"Faire preuve d'autonomie
Faire preuve de réactivité
S'adapter aux changements
Élaborer, suivre et piloter un budget","
Doctorant

|
LSMRC (Université de Lille)","Adapter les outils de traitement statistique de données
(Avancé)
Analyser, exploiter, structurer des données
(Avancé)
Analyser les données d'une étude, d'un projet
(Avancé)
Développer un logiciel, un système d'informations, une application
(Intermédiaire)"
Développeuse PHP avec formation gestion et analyse de BDD,France entière,immédiate,"Faire preuve d'autonomie
Analyse de données expérimentales
Langages de programmation informatique
PHP
R, SAS, SQL, PHP","
Développeuse

|
 (Full remote)","Analyse de données expérimentales
(Intermédiaire)
Langages de programmation informatique
(Intermédiaire)
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
(Avancé)
PHP
(Avancé)
Utilisation de logiciels de tableur
(Avancé)"
Actuaire Junior,France entière,immédiate,,"
Actuariat

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Finance
Gestion de bases de données NoSQL
(Avancé)
Programmation en Python
(Avancé)
Science actuarielle
(Avancé)
Utilisation de logiciels statistiques
(Avancé)
Visual Basic for Applications (VBA)
(Avancé)"
Consultante financière,France entière,immédiate,"Indicateurs de suivi d'activité
Recueillir et analyser les besoins client
Garantir des transactions commerciales internationales
Piloter la performance et la rentabilité d'une activité ou d'un projet
Progiciels de gestion intégrée d'entreprise (ERP)","
MS Audit et contrôle de gestion et système d'information

|
Bac+5 et plus ou équivalents","Calculer les marges, la rentabilité d'un produit ou d'une activité
(Intermédiaire)
Développer un portefeuille clients et prospects
Élaborer, adapter une proposition commerciale
Garantir des transactions commerciales internationales
(Intermédiaire)
Négocier des solutions techniques ou financières avec un client"
Chercheur en Bioinformatique,France entière,immédiate,,"
Professeur de Sciences de la Vie et de la Terre

|
Ecole des Pupilles de l'Air et de l'Espace (Montbonnot-Saint-Martin)","Biologie
(Avancé)
Informatique
(Avancé)"
"Ingénieur en systèmes intelligents avec des compétences en apprentissage profond et vision par ordinateur. Passionné par l’innovation, je souhaite contribuer à des projets IA avancés et complexes.",France entière,immédiate,,"
Master Automatique, Robotique Parcours Ingénierie des Systèmes Intelligents (ISI)

|
Bac+5 et plus ou équivalents",
Mathématicien en reconversion professionnelle,France entière,immédiate,"S'adapter aux changements
Travailler en équipe
Analyser, résoudre un problème courant ou complexe
Animation de groupes","
Intervenant en Mathématiques

|
Collège  Saint Joseph La Salle (Dijon)","Adapter un parcours ou une séquence pédagogique selon le niveau et la progression des apprenants
(Avancé)
Concevoir l'ingénierie de formation et les séquences pédagogiques
(Avancé)
Conseiller des apprenants dans l'organisation de leur travail personnel
(Avancé)
Définir la progression pédagogique
(Avancé)
Élaborer des plans de formation adaptés aux besoins de l'équipe
(Avancé)
Enseigner, transmettre des connaissances, développer des compétences
(Avancé)
Évaluer le stage d'un élève ou apprenti
(Avancé)
Renseigner des supports d'évaluation scolaire
(Avancé)
Transmettre une technique, un savoir-faire"
Energy Engineer,France entière,immédiate,"Concevoir et gérer un projet
Définir les caractéristiques techniques du produit
Anglais","
Double diplome Management des sytèmes énergétiques

|
Bac+5 et plus ou équivalents","Concevoir l'architecture d'un système, d'un réseau
Concevoir un logiciel, un système d'informations, une application"
Chef de projet informatique,France entière,immédiate,"Animer, coordonner une équipe
Concevoir et gérer un projet
Élaborer un schéma directeur technique, définir des besoins en équipement
Veiller au respect de la loi Informatique et Libertés et du RGPD dans l'entreprise, gérer la liste des traitements de données à caractère personnel, faire l'interface avec la Commission Nationale de l'Informatique et des Libertés - CNIL
Modélisation informatique : UML (Unified Modeling Language)","
Assistant chargé de projet interne

|
H3 hitema (projet de groupe) (Paris)","After Effects
(Intermédiaire)
CSS
(Avancé)
GitHub
(Avancé)
HTML
(Avancé)
Microsoft Excel
(Avancé)
Microsoft SQL Server
(Intermédiaire)
MySQL
(Avancé)
Oracle
(Intermédiaire)
Photoshop
(Intermédiaire)
PHP
(Avancé)
Technologies de l'accessibilité numérique
(Intermédiaire)
WordPress (CMS)
(Avancé)"
"De formation RH, je souhaite explorer d'autres aspects des ressources humaines en me servant de mon expertise sur le recrutement.",France entière,immédiate,"Élaborer, suivre et piloter un budget
Gestion budgétaire
Prévenir les risques psychosociaux
Concevoir et piloter une politique de gestion des ressources humaines","
Consultant en Recrutement

|
HAYS","Analyser les besoins de l'entreprise en formation, en recrutement et en mobilité professionnelle
(Avancé)
Analyser un poste et mettre en évidence le besoin en recrutement
(Avancé)
Concevoir et piloter une politique de gestion des ressources humaines
(Avancé)
Gérer les carrières
(Intermédiaire)
Organiser un recrutement
(Avancé)
Recruter et intégrer une personne
(Avancé)
Techniques de communication orales, écrites et numériques
(Avancé)"
Developper intelligence artificielle junior,France entière,immédiate,"Définir et faire évoluer des procédés de traitement de l'information
Réaliser une veille documentaire
Utiliser les outils numériques
Logiciel de traitement de texte
Anglais","
Barman

|
Restaurant Jardin d'Asie","Animer, coordonner une équipe
Caractéristiques des produits d'entretien
Caractéristiques des produits de nettoyage
(Débutant)
Utilisation d'appareils de lecture optique de codes-barres (pistolet, flasheur, ...)
Utilisation d'engins de manutention non motorisés (transpalette, diable, ...)
Utilisation de matériel de nettoyage"
